summonerId,summonerName,queueType,leagueId,leaguePoints,tier,rank,wins,losses,veteran,inactive,freshBlood
bJcrHaluldDpchDkKcrZX0JgwSBiVCPvXmAxpFB00-N5nsS4,Mentally Abused,RANKED_SOLO_5x5,d8834b6d-25fc-4bec-8be0-88aad2609d47,21,DIAMOND,IV,59,77,FALSE,FALSE,FALSE
3iS5u6uqaZcyO7YqaQLq2rxOt3iXsaBF1ifG4PyrxNdG19q6,Super Sweet Saga,RANKED_SOLO_5x5,ec6a6ba6-0da8-4c66-a3ce-6b78c1265f50,61,DIAMOND,IV,68,50,FALSE,FALSE,FALSE
3p7idVPxUwob9gQltkRmzrJRPW12RME5u8f_ZMgmhVHpOrTY,ôVersac3,RANKED_SOLO_5x5,457b5979-d294-45fb-aa9d-584e025acbad,0,DIAMOND,IV,75,67,FALSE,FALSE,FALSE
P7RSCvhiu3DTzG0X-a-kfM1U8DSISNnZYP8Szz9HtVi8vRHN,Forensic Monkey,RANKED_SOLO_5x5,6f6be473-bbbf-4965-8b00-eacfbee36981,49,DIAMOND,IV,300,261,FALSE,FALSE,FALSE
1zOMkKc5MVxCLOHyrjesaBLkhGvWI-f6PqMeZZIFPxbpUtv1,Sernyri,RANKED_SOLO_5x5,189b61fd-afa8-4cdf-9f06-d74104b56179,24,DIAMOND,IV,674,641,FALSE,FALSE,FALSE
EAN36RtWDBaFk-2A-J3CDio4dn7i-0NYTTzwLKAg4IYcn5L7,Laffey Best Ship,RANKED_SOLO_5x5,b54f527e-d9b5-4afa-80a2-af47cd498959,32,DIAMOND,IV,119,105,FALSE,FALSE,FALSE
r5cYwVGX0Dg7n4Ew-QtJxiPSHUz3tJQGaRasG7VZeVkOhaow,Zecaa,RANKED_SOLO_5x5,53320eef-83d4-4437-9289-53206a8129b4,0,DIAMOND,IV,232,222,FALSE,FALSE,FALSE
HJ8fZswvk-TDPUo7zbOQ8duJOeW2jjEtD6FACOsRUyMYZz8v,thot terminator5,RANKED_SOLO_5x5,0e582b8a-7d60-45e7-97c1-eddead966538,0,DIAMOND,IV,259,277,FALSE,FALSE,FALSE
qskgxhX-AfmL2QpA8fwmbJ2Ep8Jeiq7mGezSrNg6NIZ0csB6,seulgi fangirl,RANKED_SOLO_5x5,84b59474-12fa-4c69-9dc5-6917a8c23d99,1,DIAMOND,IV,377,355,FALSE,FALSE,FALSE
Vxri2c3X5p8pw-dJHHwJoyWQ-JRhcSTWdt6c18ZMFTEsCpCI,Penngs,RANKED_SOLO_5x5,114e212e-f428-40e8-8df3-7dc4e9013300,1,DIAMOND,IV,116,108,FALSE,FALSE,TRUE
Xzg-aarfHz2-F3bQosWoKIQojWyiLkEItVWqDTqXCzko30fs,Top 5 Thresh NA,RANKED_SOLO_5x5,f0d58a49-ff3d-4f28-810a-564187057e84,45,DIAMOND,IV,87,62,FALSE,FALSE,FALSE
mDWxM_qmChVfodOE06Bmbs8RjfgdE6TwSeJRk5i0TjpYvXHY,Aprl,RANKED_SOLO_5x5,3935db2a-cb66-420d-861f-7c644ab018ff,17,DIAMOND,IV,116,95,FALSE,FALSE,FALSE
BG9btRlTlH7e9fHCqzCrCinzymlnORmISuUgvQCqaqwL9roz,Galactic NA,RANKED_SOLO_5x5,1eed1807-bc8c-473c-90eb-82c212cf8522,36,DIAMOND,IV,63,71,FALSE,FALSE,FALSE
18N7he7UB1r3iRtepCf76q0Xvc-ipJUJpmmuXXOQYeXSLIoV,Not Nisha,RANKED_SOLO_5x5,e0370492-bee6-427d-ba34-4f71540f589a,94,DIAMOND,IV,76,60,FALSE,FALSE,FALSE
KPTvtL30UDfRRBTkyVg1lRhJZg0HJ6zjeOciRY0cZFzHhh5H,GeoJeDo,RANKED_SOLO_5x5,eac4b7ac-e757-456c-8120-f8a346e8f9de,0,DIAMOND,IV,272,250,FALSE,FALSE,FALSE
dqz34gfR3RrzxQ1_eAVVdtkRQEocfSNAnCs71rsI7Fxmnjws,Insolent Pleb XD,RANKED_SOLO_5x5,0e582b8a-7d60-45e7-97c1-eddead966538,1,DIAMOND,IV,58,60,FALSE,FALSE,TRUE
zZhsbOvahs6YTzfMS-i4LXbSoOzUJ7uE_6LW57DnPgoDgZCa,Cyrogex,RANKED_SOLO_5x5,f8053cf8-d9f9-4173-b0ab-c79e1a63e23b,89,DIAMOND,IV,176,153,FALSE,FALSE,FALSE
RBtzumjKKRv_pBVcVMyCQvVY_ocsNd8Dc8GEuwDlbZRUwU77,Zëng Ying,RANKED_SOLO_5x5,f266d466-c1a3-478c-95d2-3f7aa202814b,1,DIAMOND,IV,49,47,FALSE,FALSE,FALSE
uf89NZ_W9Mft5IxMFxEJHeTWjy0yGw2Qysd6UMa0ijDsDtpX,pupuoupu,RANKED_SOLO_5x5,cc659b4f-c28a-433c-a94a-4f9c300967bd,39,DIAMOND,IV,202,203,FALSE,FALSE,FALSE
n4rXuO_G_Se0DkyRqUPfw1Mko3-xrppIXciR9gI4qYtxx3aq,Six3durag,RANKED_SOLO_5x5,3c5dba4d-0fdd-409f-905f-df36ce9422b9,0,DIAMOND,IV,430,362,FALSE,FALSE,TRUE
W57huTVS0_Sh7HJ8O9BCh8SPd14cshEm4nNTWO_r8mzqtknF,laotanbanfan,RANKED_SOLO_5x5,195fea64-4a81-4293-ae8b-28b059e4bea1,3,DIAMOND,IV,118,81,FALSE,FALSE,TRUE
bn1nF3eKUEeGqiaGqk2hHp7OPsP3PtUWKXbKGAkPaFz7iWKy,yowaaimo,RANKED_SOLO_5x5,e0370492-bee6-427d-ba34-4f71540f589a,33,DIAMOND,IV,52,35,FALSE,FALSE,FALSE
MBZWlYmnVoREur_FWaE0VEQKgy_C_9iMyMgMMBNpvdMa9kBR,hideinbushboi,RANKED_SOLO_5x5,e6d081ab-4af2-4ff8-ab97-130dc364c6d1,58,DIAMOND,IV,78,85,FALSE,FALSE,FALSE
7W-j-t_bV4xPGK_t9ladg-pufy3uY1ymHa2Akk3nRlvUeDF5,kennykalman,RANKED_SOLO_5x5,95d2cb77-3f9c-4667-be67-f0591018e32e,15,DIAMOND,IV,437,404,FALSE,FALSE,FALSE
NaaDNpmyl7axjEco85WsMZw7anxnPC8UW_c5djQwlU4CeyCX,XiaoMianYang,RANKED_SOLO_5x5,b2cd849b-ee0f-4a70-a619-af32927cf46e,39,DIAMOND,IV,100,79,FALSE,FALSE,FALSE
uIYal4pBwPT5ezPe1QomKV7J_0Xk6BZJzr_DXccPqWMFNQuV,Neurasthenic,RANKED_SOLO_5x5,6e2e5841-1ae0-485f-9d8f-11cc2e7134b4,45,DIAMOND,IV,450,428,FALSE,FALSE,FALSE
ztaJGYzfEN3HHdr7P-cFkF9WgS6wKBG0MFcoIQKVUYCki13Q,Bipp Bipp,RANKED_SOLO_5x5,530a319c-14f2-4c85-96f5-aaba15411d70,21,DIAMOND,IV,58,51,FALSE,FALSE,FALSE
rUPaV0uPwyrpRWyMi6FLB-6mIkAK6Fo7CQ3e9gvoulS7b9Gk,Sakurajima Maii,RANKED_SOLO_5x5,0e582b8a-7d60-45e7-97c1-eddead966538,9,DIAMOND,IV,40,36,FALSE,FALSE,FALSE
hlXaKKG-gTxxRNVai98COfMm1h6lJK2z9pMjROqkQO9X5yie,Nateral,RANKED_SOLO_5x5,e0090436-70e6-4b53-82b6-3538973b6ec3,0,DIAMOND,IV,148,125,FALSE,FALSE,FALSE
9uTELG4vPzTqipI8Ls-E2oR4980HXDRLf4v2dAJGmgswXdgr,Skab69,RANKED_SOLO_5x5,9cc0a44f-5854-41e7-ba47-af425c04b269,1,DIAMOND,IV,62,58,FALSE,FALSE,TRUE
79avPDa9A_8rYmuMQ3blD7s9yuS2ts1rAstFPhttbI1jPY4q,FinaleBum,RANKED_SOLO_5x5,66bbaa4c-86a7-4e82-acaf-523a3fe9090d,0,DIAMOND,IV,181,171,FALSE,FALSE,FALSE
4f0WZFHpfKPiqMmUiCxM1UyVhzxSAsQuYNBvcoTgJshlpsLC,Isolated Player,RANKED_SOLO_5x5,e6d081ab-4af2-4ff8-ab97-130dc364c6d1,41,DIAMOND,IV,323,303,FALSE,FALSE,FALSE
Y3Ak-ltvxD8arLy8HHIBUMprDhlxJ0Vveq48T4tML48VEEvd,Yugi Effin Mutou,RANKED_SOLO_5x5,afe10e47-79f8-40b5-82a0-201c346ca6f4,1,DIAMOND,IV,137,138,FALSE,FALSE,TRUE
RWN5ppl-GSQFwkn-UtRE7ztBuuze7xIN0vHdJCupl8VKPxDw,BIE YAN WO LE,RANKED_SOLO_5x5,255498ec-f311-430f-b0b8-90a17a2e1865,68,DIAMOND,IV,240,225,FALSE,FALSE,FALSE
SGKdy2p3CI3GXSrmtv0x8mD9QcNaHrzL9hg9Tt8IyzpaZcNf,Tilted Toplaner,RANKED_SOLO_5x5,806e05c1-8a63-4258-9859-5ae8f494cb8b,0,DIAMOND,IV,344,344,FALSE,FALSE,FALSE
sXibjHIR4JOKUP4Z6qYNqvO21ttyHdRlsq1GfGkY3l3oI-46,Elytral,RANKED_SOLO_5x5,65e8b66b-9bcc-47f0-865d-2d0ae559d0d2,39,DIAMOND,IV,106,80,FALSE,FALSE,FALSE
I8VC65i-uz6VgXC6dhC4H3pilg-Q10kgQtM7ri8qwcEJVIT5,DaeBak Ramen,RANKED_SOLO_5x5,114e212e-f428-40e8-8df3-7dc4e9013300,40,DIAMOND,IV,32,19,FALSE,FALSE,FALSE
dJSGcOkN1q_170b6H9kQ9-oa0vJibTMNIae-1n2g1G-2DvL_,RRylan,RANKED_SOLO_5x5,d60d9515-e91f-4ec8-9ce6-e8ca4883366d,40,DIAMOND,IV,57,19,FALSE,FALSE,TRUE
Jrnrbhuu2Qsy4ARDi34XRievXIf6yglJz_zMRIyXla3tkqhI,Coo1Breez3,RANKED_SOLO_5x5,940fba47-7ef6-42c8-8a56-89d5c7d36dc1,0,DIAMOND,IV,615,576,FALSE,FALSE,TRUE
Gaby2Z3b0EAOz7-263Y2sv25QbeqT9JyGOqY6Xya7aFFJvOh,Etang bristol,RANKED_SOLO_5x5,28463af0-265a-4c30-8f28-16d734b0e86c,75,DIAMOND,IV,302,259,FALSE,FALSE,FALSE
5xEeRiI93q20YUSWdKpUqq1JjD61cNpnVXpz1Zn04-7C2kRK,seon jeong,RANKED_SOLO_5x5,17707804-b986-44e3-91ad-8f42951a38e5,52,DIAMOND,IV,354,336,FALSE,FALSE,FALSE
NHQxkuaT1zIAyUCiXnQcfm8JDX9HO7TcrTRTLroTsdvecV7K,3XD233,RANKED_SOLO_5x5,59b3f76d-c7e2-40a7-9335-f8ba51c79532,28,DIAMOND,IV,186,134,FALSE,FALSE,FALSE
FRaT0Gz9uWRXFMN7gVzleiUEJARhSlIkKxkcbJmGueQ_O2g1,mommy milkys,RANKED_SOLO_5x5,6c03f7b1-49e5-48d3-bb44-0908245539d7,39,DIAMOND,IV,93,89,FALSE,FALSE,FALSE
Ywgs3qaBR_hRBfnO_pSfQgLTe8R_q5yp_v2l5XIC6x9cseS2,Iuccian,RANKED_SOLO_5x5,ef3030d6-98d9-4263-8994-8abc82bd04c4,20,DIAMOND,IV,253,264,FALSE,FALSE,TRUE
6B09hqraEhSItJEGz-LxvXamUh4A13bdq7KwZzHSHdwHYUMB,Saetella,RANKED_SOLO_5x5,19934ddb-e52e-4617-adcc-cccfb77de18c,75,DIAMOND,IV,201,199,FALSE,FALSE,FALSE
q3z7efAIF_b9yqZee_kdetmV6y2lWeD4NiUpSqds95OYqpqd,Queen Evelynn,RANKED_SOLO_5x5,5a56af9e-cb19-48d5-8322-0621d0849a23,31,DIAMOND,IV,79,73,FALSE,FALSE,FALSE
exbthSMxyVUif8BU2HJfTMvtEEWA3TOkTovZ-QOHGHnaFndL,Lucienk,RANKED_SOLO_5x5,db625fd6-57b3-4350-8753-3696459926fa,0,DIAMOND,IV,245,253,FALSE,FALSE,FALSE
q_YG29K86OfYUNzGBkkj5Z3OCk9NHY1k-8D-Dl96iG-7dT13,sniperxermaster,RANKED_SOLO_5x5,2b50cd6c-3e8f-4ff0-926b-a013a6229c09,0,DIAMOND,IV,59,56,FALSE,FALSE,FALSE
CZqHzWinCZZ4MncHtiR_4j_KFSJ8eXz7Qmav5WVK47lFyu_w,YUKNOW,RANKED_SOLO_5x5,da56d92a-5780-4097-9f95-86efab048764,19,DIAMOND,IV,319,298,FALSE,FALSE,FALSE
h7u__kDeOi_sRT9q89ePufWcdPO4dLt-iVeYrfPAdLN8,plan b fanboy,RANKED_SOLO_5x5,b9cf029d-bf7a-48a6-a92d-d5121ab8018a,75,DIAMOND,IV,244,248,FALSE,FALSE,FALSE
8oXHW_QWaB9Dwjw7P15JU06Tx3jhZtUiWLMZwu1k-w-nreah,eStarAstral3,RANKED_SOLO_5x5,f57b2823-bbe5-44d7-9da9-abe2e32ac0d8,17,DIAMOND,IV,266,242,FALSE,FALSE,FALSE
XeIOpcDwU5RKV9g8QJ90nEOgZF3GwsAlROjwW7CiTOvDCSuk,ReizePL,RANKED_SOLO_5x5,e367cd4b-df2f-47d8-b5be-0d57210a2fb5,59,DIAMOND,IV,157,168,FALSE,FALSE,FALSE
I1po5MlXcP0D7sa2k6Fp3NS1A7FbEM0CRbXLjteoGlaWqjoV,Mrs MissFortune,RANKED_SOLO_5x5,2b23a79f-d7c2-44b4-8b8a-111215d27ce7,59,DIAMOND,IV,497,469,FALSE,FALSE,FALSE
7NEHOME8znUZ-lNb_kElYkoJlLOiLneoadmdI0HQTMT5I4me,Redsayin,RANKED_SOLO_5x5,945bbf72-7b42-491f-a7fd-840595bbb99e,75,DIAMOND,IV,140,134,FALSE,FALSE,FALSE
ym4WN_20zuxi2-sczfhV-6pYLpdep4r58_EO_ymLvsX4US1A,down sakura,RANKED_SOLO_5x5,b494ca8f-8a17-4ff5-9c7c-f66b86ef1f0f,62,DIAMOND,IV,51,53,FALSE,FALSE,FALSE
OPxiJwHYafOzZY832AQO3ozCDogjcsNw2tLkqXvX5IMfFMSx,hi im degenerate,RANKED_SOLO_5x5,a6a2390d-2ac3-4617-960a-fb8f3ba42db8,0,DIAMOND,IV,64,54,FALSE,FALSE,FALSE
pV-sIPYP32aE43ThIj-3N44wkMiPwFIPkDnjCsiuzaeb8lrp,WH MidNoFlash,RANKED_SOLO_5x5,2d30df88-94f5-44e1-b793-52a2a58618dd,77,DIAMOND,IV,148,142,FALSE,FALSE,FALSE
TZJoERA9Yo2bUP7a5SACAi4VrjSUSOiOT_Ig4SAihbC6mGqq,DesolationSmaug,RANKED_SOLO_5x5,f45a43fb-b87c-401a-889f-409e6cdc559d,4,DIAMOND,IV,225,192,FALSE,FALSE,FALSE
RSxk4UjgDBItOqFZr23uj2Pkytc4I4x6g9Y9bBlv0zmvEHCW,thumo6,RANKED_SOLO_5x5,4c1f6b50-18c2-4e82-957b-b7fd30b1b3db,0,DIAMOND,IV,79,89,FALSE,FALSE,FALSE
dgOfi4U8ZyEoyXmMyEgIdSM38Eqy1-Mq43uO_O0_w4bEYR-K,Wabbitsz,RANKED_SOLO_5x5,c4659198-6df9-48fb-be74-fe1c1af7ddc8,69,DIAMOND,IV,309,289,FALSE,FALSE,FALSE
s6aW6ma0jvCSvOPKJ0MZvGYo9WF1U7bz3ZSPod_ajmNguifn,Khozan,RANKED_SOLO_5x5,baecd640-691c-4bc2-88c5-ce7bba15db02,60,DIAMOND,IV,104,108,FALSE,FALSE,FALSE
XrxLKvm_YSgsbhwfvfMyIqsxaR5BOvym0FRpj0Zznuce8qQg,VeIkoz Bot NA,RANKED_SOLO_5x5,096125d6-561d-40ef-9641-a91283d821ab,76,DIAMOND,IV,154,136,FALSE,FALSE,FALSE
XXYnNNbasXUhkuiSibi-KcJQ9TECbOfX7o5JQTZxhNuqx5b1,pwincess,RANKED_SOLO_5x5,45b026e4-1ed3-4e82-b861-700d6762308d,77,DIAMOND,IV,72,99,FALSE,FALSE,FALSE
OmXXfJJrbJ8fPG9maWRARJlaMX43k000JgPUiPBO18aP91Uq,SoloBolo IRL,RANKED_SOLO_5x5,c32b0000-b417-4ed5-9f2c-7c8b6a84f3ae,14,DIAMOND,IV,207,180,FALSE,FALSE,FALSE
7-OoqPglKzuSoPlnyTWPukCSuM9IBMNk5kJNAE8REcfw1Cvw,LLLLLLLLLLLucius,RANKED_SOLO_5x5,f6d117af-5f67-4dbe-a81c-c4d3f07fa582,44,DIAMOND,IV,167,140,FALSE,FALSE,FALSE
YW1iBS00j-7KOQwlp6c-MqTUVOtd5djM5gDoLB7UauXWmdNZ,WalkingW1thDeath,RANKED_SOLO_5x5,e104dc21-73d4-4873-b329-e761db030d70,55,DIAMOND,IV,275,273,FALSE,FALSE,FALSE
ZBtLQck9RCM97J4lmwBTyISAvhQz4pO717RaklqkK8R2BXc0,NOTABADB0Y,RANKED_SOLO_5x5,9a70a108-f809-45fb-9d80-1aa20100bbc8,79,DIAMOND,IV,89,92,FALSE,FALSE,FALSE
6BSoLV7yvtG953DGwp5LD2rBSDuyOMiisxJAz3C6cN6324iO,PlsDrown,RANKED_SOLO_5x5,25be2cff-72a7-4d89-9339-02f811329210,66,DIAMOND,IV,197,207,FALSE,FALSE,FALSE
I7yq0NxCPcN9NmW9Z5Nh8VbfyKIzmcbFBO39wPGqP0ZffDeI,Saber Alterr,RANKED_SOLO_5x5,28463af0-265a-4c30-8f28-16d734b0e86c,16,DIAMOND,IV,654,612,FALSE,FALSE,FALSE
okEKyv0uRbmL-2X-sXJTJ8QZYI335GSc_e5x2qFiTZCuhTGO,monimani,RANKED_SOLO_5x5,940fba47-7ef6-42c8-8a56-89d5c7d36dc1,42,DIAMOND,IV,108,82,FALSE,FALSE,FALSE
dHsExQw7SHGWtxsa7GuTVE4lOvirmq0a63f2Z2Xo71zVd_Fy,Die300,RANKED_SOLO_5x5,7ab2a45e-41d5-49e7-b8a9-20df42ca6e82,39,DIAMOND,IV,85,78,FALSE,FALSE,FALSE
B15VagMUUkgzcxIUuAv9Yix1di_pGYyafS8a42qYBI5TG5ob,Mega Bytes2,RANKED_SOLO_5x5,945bbf72-7b42-491f-a7fd-840595bbb99e,3,DIAMOND,IV,337,319,FALSE,FALSE,FALSE
875GKgpKzq4laCpayy59Nv-iKi0xmzQuC6npRDDrUBL9jCm5,KonMikaelson,RANKED_SOLO_5x5,94e11cec-d404-4136-84cd-29ef7144ab84,19,DIAMOND,IV,197,178,FALSE,FALSE,FALSE
iRsEb_CmtFa1oGSTcMSMmb1R8yVxvhxICd7dye0rcG7pbbvg,bitterboba,RANKED_SOLO_5x5,d693e14b-f30d-4dad-8bad-d62c313405b4,45,DIAMOND,IV,213,218,FALSE,FALSE,FALSE
ndR5SPofl3PrfY_sABuY_gSvqDNyJixit0WbJxX_5NKwsh6d,ßøŠs,RANKED_SOLO_5x5,f136c429-af00-4453-975c-e8b021185623,50,DIAMOND,IV,180,171,FALSE,FALSE,FALSE
agNUt3d55wvnUOD1rmmBWBZe9F3cOSLeto8v9XIuyOEGnkwt,afafugai,RANKED_SOLO_5x5,efbae7c3-8438-4ea5-850a-ce199dc8bfe0,1,DIAMOND,IV,41,37,FALSE,FALSE,FALSE
1V7NpcLRWNQqHfGjM_93Oh0zwTKyDSyqjEloALMTh2k7-aF4,Wovy,RANKED_SOLO_5x5,a608043c-4553-4d90-840b-b221c58f54f0,36,DIAMOND,IV,86,80,FALSE,FALSE,FALSE
XmwNA_ZaAlY6SVee0qw60ntIDlgCbxXsCiIrNvtJ-K7iiEjy,Nìghtclaw,RANKED_SOLO_5x5,ca2c0b26-447a-45b0-a5f6-b6eb2f3be95c,21,DIAMOND,IV,114,98,FALSE,FALSE,FALSE
_HYacmzt7bBjKD2QAjv7oM8FFqAT98wWMBVhjvYRXyhBMl_d,Këqing,RANKED_SOLO_5x5,3dc4e2cf-c1ff-4211-9ef2-aec889bd5a35,57,DIAMOND,IV,133,109,FALSE,FALSE,FALSE
PlBqNGFlHgQN8gBqlEID7LhD-x97NM2yoYCE8pPi5kpwz8Qg,Special,RANKED_SOLO_5x5,530a319c-14f2-4c85-96f5-aaba15411d70,54,DIAMOND,IV,328,334,FALSE,FALSE,FALSE
0J9oGYnVnfbcD31HOtvDhUSxy5qs2jte9BVo8R9qxFX7TtR1,Sqrite,RANKED_SOLO_5x5,45b026e4-1ed3-4e82-b861-700d6762308d,43,DIAMOND,IV,331,302,FALSE,FALSE,FALSE
unN41ffJqs1PF5pVSWI3ezeJ16eIsRNcsJ13fBiq3cK5owT2,Moon Walkin,RANKED_SOLO_5x5,e92166b5-4097-4e96-96e2-cd921d8c3e61,36,DIAMOND,IV,94,89,FALSE,FALSE,FALSE
YeTNdDUQPR-4rK5wjOu19VcCLTdks6fZYKnspfKAKkzHzLxJ,gorben,RANKED_SOLO_5x5,f76e046d-451c-40e8-a19f-8e47ff3f93c5,30,DIAMOND,IV,129,119,FALSE,FALSE,FALSE
44HbMmEkxKVCYWPbr9QndDc0KyfsFaIozOlj9PWAN1X6Em9s,Just4me,RANKED_SOLO_5x5,4dcd2643-cfa8-4eba-a3b6-8c62339d3754,75,DIAMOND,IV,197,181,FALSE,FALSE,FALSE
Vo9AHBUJvB7EXahRETUXKyWTEItDCF1ZpynC_UGpZO89h7UY,hˉˉ,RANKED_SOLO_5x5,e607e9a4-b477-4152-9d96-2c60fa72a194,62,DIAMOND,IV,58,46,FALSE,FALSE,FALSE
xHkdmKWTUKP1GMvkLSOPCUe7ZHUvv2jD2HwKqwnL5QF_IS2t,hìde on club,RANKED_SOLO_5x5,ab2fd7c9-b0ad-4992-aef0-78dbce41f0a4,24,DIAMOND,IV,216,190,FALSE,FALSE,FALSE
vRjus_BfuL38vOn6HglG87j6I-72A_AdnelT64UitQP0dHPZ,XFW Gibb Diff,RANKED_SOLO_5x5,88bfc3ec-bc2d-4841-b0c7-2cf857b852d9,17,DIAMOND,IV,196,176,FALSE,FALSE,FALSE
vNlPwfw81C9cC6z1DGn2AJDNXoS3lfATsw4favUZIfsyTjWy,heart eyed,RANKED_SOLO_5x5,c9d20979-e118-4e4b-bb1c-8c0e2e8689b6,0,DIAMOND,IV,57,42,FALSE,FALSE,FALSE
AsFmo_N_rS9Ij02P4sb2rAeLHKBmW8t-S1PWhdTOQILC_39b,cece,RANKED_SOLO_5x5,d270372f-94c1-4af5-937f-fc1e9d46491f,54,DIAMOND,IV,282,225,FALSE,FALSE,FALSE
8tygVQO63N_q3f1kLxrhz-xJ0QqMYXPOpIZVJi8XIpMxpb7t,Roxy Miguwurdia,RANKED_SOLO_5x5,c7d12b58-17e5-4b6f-9eef-efd890281757,84,DIAMOND,IV,81,77,FALSE,FALSE,FALSE
toCg4h53V77eHlknwDjaiE8W5wnBO4SsxZUoaYUMzQHr226H,bombtruck457,RANKED_SOLO_5x5,11848d5f-768f-40ec-82cb-5c2f26667ba3,92,DIAMOND,III,257,252,FALSE,FALSE,FALSE
zaN9-UE_RZvRkxkP8JR7ol2CD0PXnL-ttqSsWgFfYQIOe-TU,L9 Kashi,RANKED_SOLO_5x5,b7f20e06-daf8-4f9d-b88c-9c0e772b1cb3,48,DIAMOND,III,59,49,FALSE,FALSE,FALSE
8qRg3whyM8sEujl-mQBaqdYwwoGQ0dOPZhOXYsJ2bL3FyzAr,Sileñce Suzuka,RANKED_SOLO_5x5,641db09a-585e-4e42-b8ca-60b2d9de6d79,0,DIAMOND,III,69,74,FALSE,FALSE,FALSE
CZesim973bkRiczirc3NUnG3YJxkaWcPSXWQ0eC6JK6rckNi,Lv 1 Nuguri,RANKED_SOLO_5x5,5783b583-33cd-4377-9fcd-5900a24a9446,44,DIAMOND,III,131,128,FALSE,FALSE,FALSE
UzO8Qbhuo-lKUCJGRBCZa9431dppJLfURE2e2yTMzIZ3chj1,Yi Jiang Nan,RANKED_SOLO_5x5,b7f20e06-daf8-4f9d-b88c-9c0e772b1cb3,12,DIAMOND,III,31,30,FALSE,FALSE,FALSE
nJaLFhlUkEOTBow7F202higuNBwWKFvtZow61rIQdgmPdJ15,nakyum,RANKED_SOLO_5x5,19934ddb-e52e-4617-adcc-cccfb77de18c,83,DIAMOND,III,272,281,FALSE,FALSE,FALSE
PkpX3KBoUwHi5ZxmtLcIac4YSDHGUC7sL7P6sX0g7e3WO1fT,TES ooooona,RANKED_SOLO_5x5,d2be10ea-bd97-4a3c-898e-77f693004cb2,35,DIAMOND,III,148,113,FALSE,FALSE,FALSE
QGJtnzeeV7S5o61r1VeUmcAo3GZEtO-SVraKDS32D1F-SV2W,Randodo123,RANKED_SOLO_5x5,d270372f-94c1-4af5-937f-fc1e9d46491f,4,DIAMOND,III,294,270,FALSE,FALSE,FALSE
rqYH6AMbLPzPAqfsJPvc2u3yi3wP-yG4JBbYGbRIRd8w4Qhh,nuk anak ba,RANKED_SOLO_5x5,df8035e3-d679-4404-a4c3-beb4eb39eeb0,32,DIAMOND,III,191,173,FALSE,FALSE,FALSE
Fqtlw_ggw4JhL-zz-vn4mQ0r24WFLFbc-h81LROB4sI30DCe,PhD ln Dunk,RANKED_SOLO_5x5,4e7d20af-555b-4247-9bb7-323459276e89,0,DIAMOND,III,543,527,FALSE,FALSE,FALSE
tkmcSbeiIsHv06Im9uIVxHakq4Du5cMg8FqCuWWbNUqZqiPP,Dogethedogger,RANKED_SOLO_5x5,e63d9416-6680-4bbe-80a6-2e08ce7a7522,47,DIAMOND,III,114,91,FALSE,FALSE,FALSE
nLhtO9N0XlWj5HRRIutMHgwGgEOC5yszLH-nGYyDQ-QwiNVm,RANDOMITELOWBOB2,RANKED_SOLO_5x5,41b88e6b-fec2-4f48-9e5d-ac69868f6a68,33,DIAMOND,III,112,93,FALSE,FALSE,FALSE
vl_7Z5F41B7hakAO6etnadMSnvLPjXBJVcsryCq_AOn3DlM2,DrizzyCanada,RANKED_SOLO_5x5,acc617c5-89f9-4a3f-a58f-6849d909704a,75,DIAMOND,III,90,81,FALSE,FALSE,FALSE
40lYMn3BhiWr6SqXKJSKrqsZB7_ROykOksM3jcy_h7_JvEcZ,kamaruu,RANKED_SOLO_5x5,e367cd4b-df2f-47d8-b5be-0d57210a2fb5,60,DIAMOND,III,78,70,FALSE,FALSE,FALSE
j5yZe5E2B4UtcVwJXCp-GgGRJo7nnOA78K2rMY8rn6Za60UB,am big good,RANKED_SOLO_5x5,817d5ab0-df62-48fc-bbed-89e7119c615c,8,DIAMOND,III,63,37,FALSE,FALSE,FALSE
Redcga5ZV_VirtwUPqrTMxa2VsNbEmXvp9kEmDvL0Jvg8v-z,Fly Fly Fish,RANKED_SOLO_5x5,71a86c93-08f6-4769-8f15-c17419789241,79,DIAMOND,III,31,17,FALSE,FALSE,FALSE
k4fnz-oCQTbwmp-H6jgNR1ZRmo0aVPzrGKKMSbFpOvLggOSG,I Baby Faker I,RANKED_SOLO_5x5,ce53161e-ec92-4192-9b0a-7e92214b45fa,0,DIAMOND,III,52,36,FALSE,FALSE,FALSE
k9doGnAduIONl2Q1xWP9Hk7nkoBNCoec7mpCX1CLoT9zuJeT,NihilityDust,RANKED_SOLO_5x5,7ae9c65c-fafc-4738-b443-7ea4a0d9ab91,5,DIAMOND,III,60,52,FALSE,FALSE,FALSE
bFqgvYjFylMYQ4WGvqTQkA-NhlfSLh7ohmtgRP_3Zwos0W_O,skoopy khicken K,RANKED_SOLO_5x5,876c1cca-19a1-4f03-b084-f7249402f7e6,3,DIAMOND,III,88,93,FALSE,FALSE,FALSE
DygsLwlkovVWJSeU_sYed_t6x_y9OfkeA3_aZ4kZGZ0xLxPo,Hanako kun,RANKED_SOLO_5x5,2903f1f0-bf91-4501-ae3f-7f5d81dd8e9d,51,DIAMOND,III,124,96,FALSE,FALSE,FALSE
