summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood
Ahr9RZWRlMhzAA1Cv03brc_--5e0etl_T6IuDFRsWjtHh38,SiddyWiddy1,1200,I,182,125,TRUE,FALSE,FALSE
QNIlGGDKzdhoQQh1qyJUSAack7TdpTsk4U400P_BIPp1Bik,Peter Zezima,1149,I,283,227,FALSE,FALSE,FALSE
jyv8qnsaJllmbN1cdN4l0RQ-u6QTvWLMBke6JMuUtenXCVM,Augustine,906,I,149,121,FALSE,FALSE,FALSE
VBAxCvGe1Bc_k_vVZWjhmXQ2my6BXhjCLKqwXpxR-FcMNfU,Boku Wa Mugen,872,I,289,243,FALSE,FALSE,FALSE
9iiBGpMFqEHeU5jq_tkNxjZjMPby28P-G7doaX0pc0LWbuc,zykorocksplutx,898,I,1087,1050,FALSE,FALSE,TRUE
QqidyBr1ZUqI1vDdeWEv22zjQ3df3tCJlxBzPyIPpufQioE,I Main Top Lane,842,I,367,327,FALSE,FALSE,TRUE
dZvU4OMCmXLyn8b6f3enPIEB08hvX9_DtoVMiVHgCMOeK2A,Laceration,1022,I,398,359,TRUE,FALSE,FALSE
pLpFKokvcQu-WEw3HDlybq_8NrK0dGPMGZMLm4cg1iE0y6s,Smoothie,1062,I,324,258,FALSE,FALSE,TRUE
FlKpjMaVw_U7bq7zEdk_5u06zd3fu1gVdMjUynS8V2llEpI,Palædin,903,I,152,113,FALSE,FALSE,TRUE
nVixiFW3FeEF0hbaAXn2H_0HZsAmRZL-PjxiINEZHPcT1I4h,humzh,872,I,357,326,FALSE,FALSE,TRUE
lLIfo0AjIXpdrYZY_PR7Q813PsWTPlDHIQVj0_Q2c5c93aQ,IlllIIIlllIIIll,985,I,196,159,FALSE,FALSE,FALSE
ML1h4nKIbINzoe6PUubu7uK-oNXn-bGjEDv43XWNml5u2s0,itzz Wags 2,908,I,443,406,FALSE,FALSE,TRUE
8rFIHvzPh1-0ujiVwJcOCiY1NJSnowikFrEqKbE-UC8XWVnz,KidBeatz567,1072,I,389,356,FALSE,FALSE,FALSE
9Lho-wzEpSY4z-4Yhs5JTWAjh7fc9JMzaQDWndS_gawyMqL_,SiddyWiddy3,1196,I,223,167,TRUE,FALSE,FALSE
PNthkw04V5sH9nl5N7sacckwVSh45IA5MV6wCt5YxazBuK4,adc hunter,1151,I,164,123,TRUE,FALSE,FALSE
lGOME09AFHVpnz0do5pEHx1h6LmSNGdGGVea8YN8S_TH8A4H,Livatious,950,I,196,154,FALSE,FALSE,FALSE
yYKoBgkE5cZTXqph3kdecnRURSS5dT7hf-FaUJO4ZfB0GIM,TabulaRasaJG,857,I,449,416,FALSE,FALSE,FALSE
pj8qbD2fCq90zjD-NkOD4qeMTcQH3G0jVxIJ6wb6Vxx1aD9y,Surround,853,I,625,590,FALSE,FALSE,TRUE
khdAL0JvUt6ZSsHvQY29Tim6ZWaH_Y9u0kq4owqBNneSA_A,goth titties,931,I,348,308,TRUE,FALSE,FALSE
GXCjixY0OgTBuuhnj9AfL1Ff2a2XGF08SQm5bnyZxgq0tSw,Seranok,977,I,288,256,FALSE,FALSE,TRUE
EuCW7qq7JCuh_ETvBtotFsvnYb7PakFxr95A0ngoUoJWpvc,RoseThorn,1475,I,332,262,TRUE,FALSE,FALSE
VoPKmo5qamXwkKwtR0AqFcxf-_omHmromuoPI1T-3zDB8vM,Just apart,846,I,362,326,FALSE,FALSE,FALSE
ZmSPndQPdTjujMkqmaX_OPU4-bC5CzDSZxJGhkI-VQ04vfA,Objective Bounty,886,I,207,161,FALSE,FALSE,TRUE
jTdgUvoMQroyhSxto4QHEdB0yqkLX-JB8jLm9UFePAhFQFY,5fire,883,I,191,156,FALSE,FALSE,FALSE
aBK6UWXFSN9MUN2AY0Cn8shMa20qdgucUq3XzzUbAOMZ6eGJai_A9ULTjQ,penq ,881,I,158,118,FALSE,FALSE,TRUE
Q4JartL2LRWh2WlMg7E090a752cIqeQU4TNoSkoE7AYAPaJ1,ueotan,841,I,255,208,FALSE,FALSE,FALSE
P6Oxlc4wILeLCz9Qq12T5YMkqxf7DVPGjTWbdFuGMwc8dUjN,THE POWERHOUSE,959,I,140,100,FALSE,FALSE,FALSE
DRxZ2SABpXdQXk1Q1wGVhYVP8KAnGwzmwjxVi2lZiyaUTAA,Jinx,937,I,163,139,TRUE,FALSE,FALSE
2BiDhyN13Y-2xLiLCNAU-Re8n22xFqbnbjWc59ZO1zf-Mws7,Mokokos,933,I,151,118,FALSE,FALSE,FALSE
QgxxxNJnKLvNWCgZPAC1f4ne0NDy6ERuGiaD7S0btzYvkEk,donb,871,I,249,194,TRUE,FALSE,FALSE
xh4-N0TKBNwpOMttBijq_02es3tFB_M4sa3O1sWvE2-SoW8,ASTROBOY99,931,I,265,222,TRUE,FALSE,FALSE
NaeYWOKguYVAzulQpcDd_W9BWgzGeSAq8mrMoQORipVrN9c,Alecko,939,I,507,425,FALSE,FALSE,FALSE
slJizqg8AONxKDobE9alJoRcgMoHe5tXzFvqSpCL2oJ0KaY,Nikkone,1170,I,210,158,TRUE,FALSE,FALSE
KA_QPCeB-VCUF9OEJ7jSGWeDidSr201QYw5GWJ2cq1mDxk0S,Pengsoo Conquest,957,I,222,188,FALSE,FALSE,TRUE
Or1IGwMMqkQUiPH_VTfcdFZS4bufuwKziZ4VmAfk_mBmh9yaa3dbGVD3lA,Old Pal,1060,I,195,164,FALSE,FALSE,FALSE
pqz7LZ7uJBAkxpIWVCiJfQLMa3VExnFs4KmDSdzEnsuFQ01QHLAU_EPQtA,SiddyWiddy4,843,I,163,128,FALSE,FALSE,TRUE
cWMYm5nW9GWydfarbfCsJNRsgTfpYAxr6UYfriX109jijUmP,GeneralSn1per,1541,I,351,278,TRUE,FALSE,FALSE
eh1gvHcBLo_PGSfMxXZFLfl-MomOYC3LGjgYl8fw_RhY1xY,Pangasius,923,I,321,276,FALSE,FALSE,FALSE
n_Ii6Ic17jzl93aq4hdryEAjlrgnf1jVbynvIdTYwQh40Zs,Karen Osp fan,895,I,273,232,FALSE,FALSE,TRUE
M66v2Jf2wopF5r2w_K4ydQR_W93hb0sqFPNbip06wjxBr4Y8iBHyDeg4Yw,XAXAXAXAXAX,876,I,101,70,FALSE,FALSE,TRUE
Pftlioy46HNz0uh3xc7f9TlvH6Wy_AZ_fIpYwYBO-jJAtGo,kookykrook,915,I,829,789,TRUE,FALSE,FALSE
ZEF0a3MotcSzedY8sWkN0igYC8pHvuyxyakr5HbZlkEYUnk,Yung Fappy,924,I,1042,1010,FALSE,FALSE,FALSE
dqdtKxvyBpzBmdNcV74fj5BAhfjc9DRbL2N_omNPnF1C_Gk,TheRuinedJanna,920,I,290,201,FALSE,FALSE,FALSE
z8YWp_8dmhD0D8dg3AcMCbkHrrzJTVfe6y7EymlszQLDk2o,Dun,1107,I,240,194,FALSE,FALSE,FALSE
roG8qrWl95TiBvlOOIV4TAFdhPUbqJDkKeIpeYonpgt8OyM,Taqiyahs Bunny,872,I,349,313,TRUE,FALSE,FALSE
dZgxhGWxAYDUHFQZswC-w_djq4gnmDgmYMlJ4nekB9R2A9w,The Tank Man,1007,I,702,674,TRUE,FALSE,FALSE
Eis3gJDlSm5zc9sRDj7446928ZJrBPhHQ2IQXlk1ShumCV0,ƒortunate,911,I,142,96,FALSE,FALSE,FALSE
HljFQuH_gBq_RB-EF9k7J5OuN9W4ZLujmCB2qpXP-WA1Onk,Brother Gwang,1118,I,416,356,FALSE,FALSE,FALSE
ZWtcFEodnxeaEshwMlgdwDDxz5YnBchsUI-oEuz2o9gaV0c,ZED04,999,I,545,501,TRUE,FALSE,FALSE
xeSTItseT-vdI0ir9ZWXVR11WLvcA4BHUe8jSSNnL2HjP11BJJMnX5mBNg,Vyssini,904,I,340,301,FALSE,FALSE,TRUE
a_5HsJxlq0GwjB7f7zZKqXebXjWp_bIRQAUUQ34zhxkyqe8,Dahyun x Twice,859,I,176,141,FALSE,FALSE,TRUE
UQF8mdd0cbJTS15ptK0yiTu2VlPR8akoFSzqYBmKdJImNP0,andyincher,845,I,346,302,FALSE,FALSE,TRUE
7uVuOns880Qt856hmymkzy-Go4zvy4K00x3B9y09duHgEyw,Dragoon,1048,I,247,209,TRUE,FALSE,FALSE
2HjtoOlJJxpvNM4tHl2LZAbekC5MwcWoJQunAs4YPOLe3aPZjPugPgFSdg,ivy ovo,920,I,358,325,TRUE,FALSE,FALSE
xsuhSA4eoDqAL-94iHZzwd20zAfMiQRlIIezi5twMPaETnoQ8StWsmEMBQ,WillEvan1,1012,I,172,114,FALSE,FALSE,FALSE
9iirXxHBnStt59csSC6lW94qXw4CUinKZk0qtN3GB638AP0,im Ahj,862,I,432,398,FALSE,FALSE,FALSE
sfC4AvnkAIiD-aGWv0q3B2aUkuDOEYs3ct6FU0qwTnMkymPsAbK6Y7pctQ,wx waiwaitou8122,1166,I,269,218,TRUE,FALSE,FALSE
7etiK_8u3eotrsiB6qQFrfa_1z7Mfxn2xWUwiohWDAmKHls,Samikin,859,I,251,215,FALSE,FALSE,TRUE
fO3rHOz1mjHhWrbZXIepCb1Kgia4yP-juIkzwOQpuk1Gpt8,HyBriDZz,850,I,355,320,FALSE,FALSE,FALSE
_sY5QXwVP5tSfOo-FdjOpeaPvtSCu7AqxTLLJHhCy82TFb0,lil opressar,862,I,295,258,FALSE,FALSE,FALSE
X-A17BP8Si7mcekJTab8TkZ3yjQUqo4vw9fbt1lxp4X0B_I,duoking1,1050,I,192,146,FALSE,FALSE,FALSE
aaf4w6hsKRM0T2t8EGK5qTHLuUqdjHuZXkwVgVXQqs3eZEs,young7,1001,I,234,191,FALSE,FALSE,FALSE
qvKavlDThF_B06oAvn0hNJxHSFwBtm6jvEploC6PtYumipM,RobbyBob,999,I,183,141,TRUE,FALSE,FALSE
b9zRUH1sljNmOb-jatVkFFHisFQJfP_X9BC1OEzSxwlJpAg,MU Azog,1009,I,356,275,FALSE,FALSE,TRUE
KR8sl4KyAs-zZS40_j2IvOkx6AfDkqyXwJOn-q0wFzzo1KA,Keel7,888,I,544,510,TRUE,FALSE,FALSE
ut2N1g2a2usyXZpHE29g0TrsyTnaiF91KievStpp46Xn31aaFmm8Sd0Onw,Mr CapAŁot,873,I,187,176,FALSE,FALSE,TRUE
zajLG6S31jC6g44S6gwiiylylIZ9c4nspx9bmH4mF_8hyqY,iNaofu,1107,I,117,90,FALSE,FALSE,FALSE
IwJFsVRCH7EksiaELB12SMQlgVclFHih_L3FusVFPun0JPRm,Path To LCS,887,I,375,337,FALSE,FALSE,FALSE
TMTUBpaMuFVFlStC3hSjQpNrTsEAKtZbzycv6aX0tXpUdBs,Shiba lnu,897,I,428,396,FALSE,FALSE,FALSE
CUuxmcGdYg3GYzQpZ331-lPq_j-cyAMUn-Wqi_ymgZaauZE,Sushee,928,I,259,214,FALSE,FALSE,FALSE
pKAidbpV9VxjiC5dO1AdR7ThWwDInNeK-Pg6saNV9SD92xc,MySwordCrimson,970,I,329,289,FALSE,FALSE,FALSE
r5EEbkEPToZwDv9xiTWz7-P2tp0Rbl4wWDxXkncP6IYfxrI,IkurayasobI,930,I,109,65,FALSE,FALSE,FALSE
s9iwmLUIGXNWXLfGCMLMQSg0MMvHzBYqXo1kFWgPLVyLO_4,Witnesss Me,944,I,264,226,FALSE,FALSE,FALSE
uGRyflq085gXC3RgHoJDT6N_-aQwGeCtlhfMF3xo6zQ74p8,Kaizer Morde,1018,I,224,175,FALSE,FALSE,TRUE
xwUVGWfKKT-3JBdB_QkuH7r-4j1IKxqzWarU5v9jhY3syx4,Yeetor,853,I,273,237,FALSE,FALSE,FALSE
5ZQ4S9aIgpUx7SA9OfSdLksqjmpSe8z8V6_PbHUyW14iZAc,Üç207Pr4f57t9,874,I,277,240,FALSE,FALSE,FALSE
KN5QC688rP9QfZi4PcE_7Hxf6Gtmq3-Nk1shJSBH14atLCY,Aiden Yasuo,1008,I,235,194,TRUE,FALSE,FALSE
Rc6oDmtcgAhL9QzKbxjTzw4E3SS8CKAKUdG7Zv7Cz-xtdXM,rocks908,1191,I,490,441,TRUE,FALSE,FALSE
zYfi7jIcNjvMvTWgF8GLs951w5M6k9zEv1agNSne_OOY-oc,amor,878,I,176,129,FALSE,FALSE,FALSE
